customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
45068;2008-06-05;1;0;5;2008-06-05;1;1;3;0;81; ;0; ;4;4;0;0;0;0;2008-06-18;2008-07-21;859;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0
45074;2008-05-14;0;0;9;2008-05-14;0;1;1;1;15; ;0;BQ;2;1;0;0;0;0;2008-05-16;2008-05-15;803;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
45106;2008-08-11;1;0;5;2008-08-11;0;1;0;0;27; ;0;BQ;4;4;0;0;0;0;2008-08-12;2008-08-11;1341;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
45111;2008-07-02;1;0;5;2008-07-02;1;1;0;0;21; ;0; ;3;1;0;0;0;0;2008-08-01;2008-07-03;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45115;2008-10-14;1;0;12;2008-10-14;0;1;3;0;45; ;0; ;1;1;0;0;0;0;2008-10-16;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
45118;2008-12-11;1;0;12;2008-12-11;0;1;3;0;10;10;0; ;2;1;0;0;0;1;2008-12-15;2008-12-12;347;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
45127;2008-04-13;0;0;0;2008-04-13;0;1;3;0;40; ;0; ;3;1;0;0;0;0;2008-04-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
45133;2008-08-23;0;0;9;2008-08-23;0;1;0;0;42; ;1;AR;1;1;0;0;0;0;2008-08-26;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
45134;2008-04-02;2;0;12;2008-04-02;0;1;2;0;24;24;0; ;4;3;0;0;0;0;2008-05-02;2008-04-03;1457;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
45137;2008-07-30;0;0;11;2008-07-30;0;1;0;0;21; ;1;AR;1;1;0;0;0;0;2008-07-31;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45144;2008-05-06;1;0;12;2008-05-06;0;1;2;0;22; ;0; ;3;2;0;0;0;0;2008-05-08;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
45147;2008-08-17;0;0;9;2008-08-17;0;1;0;0;53; ;0; ;2;1;0;0;0;1;2008-08-19;2008-08-18;919;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
45153;2008-07-07;0;0;12;2008-07-07;0;3;0;0;12; ;0; ;4;7;0;1;0;0;2008-07-08;0000-00-00;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
45162;2008-08-12;1;0;4;2008-08-12;0;2;2;0;52; ;0; ;3;5;0;1;0;0;2008-08-14;2008-08-13;531;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0
45167;2008-07-29;1;0;4;2008-07-29;0;3;1;1;64; ;0; ;5;1;0;1;0;0;2008-07-30;2008-07-29;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45168;2008-09-07;1;0;4;2008-06-15;0;1;3;0;29; ;1; ;5;2;0;0;0;1;2008-09-09;2008-09-08;342;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
45174;2008-06-04;1;0;12;2008-06-04;0;1;3;0;90; ;0;BQ;1;1;0;0;0;0;2008-06-05;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
45186;2008-08-18;0;0;12;2008-08-18;0;3;0;0;48; ;0; ;3;1;0;1;0;0;2008-08-20;2008-08-19;782;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45190;2008-12-23;1;0;6;2008-12-23;0;3;3;0;65; ;0; ;5;1;0;1;0;0;2008-12-25;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
45191;2008-07-17;0;0;12;2008-07-17;0;1;1;1;10; ;0; ;2;1;0;0;0;0;2008-07-21;2008-07-18;534;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
45193;2008-09-14;1;0;9;2008-09-14;0;1;3;0;69; ;1; ;1;1;0;0;0;0;2008-09-16;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
45201;2008-07-09;0;0;12;2008-07-09;0;2;1;1;44; ;0; ;2;1;0;1;0;0;2008-07-11;2008-07-11;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
45203;2008-11-05;1;0;10;2008-11-05;0;1;3;0;76; ;0; ;3;1;0;0;0;0;2009-11-10;2009-05-08;622;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45211;2008-11-10;1;0;6;2008-11-10;0;2;2;0;46; ;1; ;4;7;0;1;0;0;2008-11-25;2008-11-22;2631;0;0;0;3;3;0;0;0;0;0;0;0;1;0;0
45230;2008-09-11;1;0;10;2008-09-11;0;3;2;0;23; ;0; ;4;2;0;1;0;0;2008-09-12;2008-09-11;1362;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
45238;2008-11-18;0;0;4;2008-11-18;0;3;0;0;68; ;0; ;4;2;0;1;0;0;2008-11-20;2008-11-19;918;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0
45239;2008-07-31;0;0;12;2008-07-31;0;3;1;1;10; ;0; ;5;7;0;1;0;0;2008-08-01;2008-07-31;3268;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0
45245;2008-06-23;0;0;9;2008-06-23;0;3;0;0;49; ;0; ;2;1;0;1;0;1;2008-06-25;2008-06-24;494;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45259;2008-06-26;0;0;9;2008-06-26;0;1;0;0;1; ;0; ;2;1;0;0;0;1;2008-06-27;2008-06-26;389;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45271;2008-12-04;0;0;9;2008-12-04;0;1;1;1;85; ;0; ;5;9;0;0;0;0;2008-12-18;2008-12-15;1660;0;0;0;5;1;0;0;1;0;0;3;0;0;1;0
45280;2008-06-23;1;0;4;2008-06-23;0;1;1;1;40; ;0; ;3;3;0;0;0;0;2008-06-25;2008-06-24;210;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45285;2008-11-26;0;0;12;2008-11-26;1;1;0;0;57; ;1; ;4;1;0;0;0;0;2008-11-28;2008-11-27;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
45291;2008-05-27;2;0;12;2008-05-27;0;3;0;0;23; ;0; ;3;3;0;1;0;0;2008-05-29;2008-05-28;646;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45296;2008-05-16;1;0;4;2008-05-16;0;1;3;0;64;60;0; ;4;1;0;0;0;0;2008-05-19;2008-05-16;820;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45299;2008-10-13;0;0;9;2008-10-13;0;1;0;0;72; ;0; ;2;1;0;0;0;1;2008-10-15;2008-10-14;286;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
45302;2008-11-15;1;0;12;2008-11-15;0;2;2;0;51; ;1; ;1;2;0;1;0;1;2008-11-18;2008-11-17;748;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
45307;2008-11-20;0;0;12;2008-11-20;0;2;0;0;58; ;0; ;3;1;0;1;0;0;2008-11-24;2008-11-21;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45315;2008-07-02;0;0;12;2008-07-02;0;1;0;0;86; ;1; ;1;5;0;0;0;0;2008-08-01;2008-07-03;1380;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0
45321;2008-04-18;0;0;12;2008-04-18;0;1;1;1;74; ;0; ;2;1;0;0;0;0;2008-04-21;2008-04-18;110;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
45328;2008-11-18;0;0;4;2008-11-18;0;3;1;1;91; ;0; ;4;1;0;1;0;0;2008-11-20;2008-11-19;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45332;2008-11-03;1;0;12;2008-11-03;0;3;0;0;82; ;0; ;4;3;0;1;0;0;2008-11-18;2008-11-14;1453;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1
45340;2008-06-17;0;0;12;2008-06-17;0;1;0;0;40;40;0;BQ;4;3;0;0;0;0;2008-07-01;2008-08-02;1731;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0
45343;2008-08-01;1;0;4;2008-08-01;0;1;0;0;49; ;0;BQ;4;2;0;0;0;0;2008-08-04;2008-08-01;903;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
45350;2008-10-27;0;0;9;2008-10-27;0;3;1;1;65; ;0; ;4;2;0;1;0;0;2008-10-29;2008-10-28;1116;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
45351;2008-11-13;0;0;12;2008-11-13;0;1;2;0;73; ;0; ;4;1;0;0;0;0;2008-11-17;2008-11-13;244;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
45366;2008-04-11;1;0;9;2008-04-11;0;1;0;0;26; ;0; ;1;1;0;0;0;0;2008-04-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45370;2008-06-04;2;0;9;2008-06-04;0;1;0;0;55; ;0;BQ;1;1;0;0;0;0;2008-06-06;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
45373;2008-08-01;1;0;8;2008-08-01;0;2;0;0;57; ;0; ;4;4;0;1;0;0;2008-08-05;2008-08-02;1605;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
45376;2008-12-09;2;0;12;2008-12-09;0;1;0;0;34; ;0; ;5;3;0;0;0;0;2008-12-11;2008-12-10;871;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45381;2008-04-11;1;0;11;2008-04-11;0;1;2;0;68; ;0; ;3;1;0;0;0;0;2008-04-14;2008-04-11;385;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45390;2008-09-27;0;0;12;2008-09-27;0;1;0;0;52; ;0; ;2;2;0;0;0;1;2008-09-30;2008-09-27;388;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45395;2008-07-13;0;0;5;2008-07-13;0;1;3;0;80; ;0; ;3;1;0;0;0;0;2008-07-29;2008-07-25;535;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
45405;2008-08-10;1;0;11;2008-08-10;1;1;0;0;9; ;1; ;1;1;0;0;0;0;2008-08-12;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45407;2008-04-24;1;0;4;2008-04-24;0;3;1;1;67; ;0;BQ;3;3;0;1;0;0;2008-04-25;2008-04-25;882;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
45412;2008-07-09;1;0;2;2008-07-09;0;2;0;0;46; ;0; ;1;1;0;1;0;0;2008-07-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45413;2008-08-26;1;0;4;2008-08-26;0;3;1;1;26; ;0; ;4;3;0;1;0;0;2008-10-13;2008-10-09;702;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
45420;2008-06-23;1;0;0;2008-06-23;0;1;2;0;48; ;0;BQ;3;2;0;0;0;0;2008-06-25;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
45425;2008-07-10;0;0;4;2008-07-10;0;1;2;0;44; ;0;BQ;5;3;0;0;0;0;2008-07-14;0000-00-00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
45436;2008-11-04;0;0;6;2008-11-04;0;1;0;0;81;81;0; ;2;1;0;0;0;1;2008-11-18;2008-11-15;365;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
45438;2008-07-06;1;0;4;2008-07-06;0;1;3;0;33; ;0; ;2;1;0;0;0;1;2008-07-08;2008-07-07;124;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45440;2008-12-09;0;0;4;2008-12-09;0;3;1;1;60; ;0; ;4;4;0;1;0;0;2008-12-10;2008-12-10;1626;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0
45443;2008-09-17;2;0;12;2008-09-17;0;3;1;1;23; ;0; ;3;1;0;1;0;0;2008-09-18;2008-09-17;493;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45454;2008-09-10;1;0;9;2008-09-10;0;3;3;0;44; ;0; ;4;1;0;1;0;0;2008-09-11;2008-09-10;1126;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1
45465;2008-06-14;1;0;8;2008-06-14;0;1;0;0;36; ;0; ;3;1;0;0;0;0;2008-06-17;2008-06-16;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45475;2008-09-21;1;0;4;2008-09-21;0;3;0;0;73; ;0; ;4;2;0;1;0;0;2008-09-23;2008-09-22;898;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
45478;2008-12-19;2;0;8;2008-12-19;0;2;3;0;58; ;1; ;3;1;0;1;0;1;2008-12-23;2008-12-20;220;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
45480;2008-11-24;2;0;12;2008-11-24;1;1;2;0;82; ;0; ;1;1;0;0;0;0;2008-11-25;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
45482;2008-09-26;0;0;4;2008-09-26;0;2;0;0;59; ;1; ;1;1;0;1;0;1;2008-09-30;2008-09-27;353;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45483;2008-08-25;0;0;12;2008-08-25;0;1;0;0;58; ;1;AP;1;1;0;0;0;0;2008-08-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45484;2008-04-25;1;0;9;2008-04-25;0;1;2;0;64; ;0; ;2;1;0;0;0;0;2008-04-28;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
45485;2008-08-24;1;0;4;2008-08-24;0;2;0;0;47; ;1; ;1;3;0;1;0;0;2008-08-26;2008-08-25;1430;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
45486;2008-06-20;2;0;12;2008-06-20;0;3;1;1;22; ;0; ;2;1;0;1;0;0;2008-06-23;2008-06-20;147;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
45488;2008-07-15;0;0;9;2008-07-15;0;3;2;0;13; ;0; ;5;6;0;1;0;0;2008-07-16;2008-07-15;2377;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
45492;2009-01-05;1;0;9;2008-12-30;0;2;3;0;47; ;1; ;3;4;0;1;0;0;2009-01-07;2009-01-06;1352;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0
45498;2008-08-08;2;0;12;2008-08-08;0;2;0;0;33; ;0; ;5;1;0;1;0;0;2008-08-11;2008-08-08;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45500;2008-11-29;0;0;9;2008-11-29;0;1;0;0;14; ;0; ;1;1;0;0;0;0;2008-12-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45506;2008-06-18;1;1;12;2008-06-18;0;1;0;0;80; ;0; ;2;1;0;0;0;1;2008-06-19;2008-06-18;193;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45510;2008-07-24;0;0;4;2008-07-24;0;3;1;1;63; ;0; ;2;1;0;1;0;0;2008-07-25;2008-07-25;347;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45512;2008-08-26;0;0;12;2008-08-26;0;1;0;0;80; ;0; ;2;1;0;0;0;1;2008-08-27;2008-08-27;777;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
45531;2008-10-20;0;0;4;2008-09-19;1;2;1;1;47; ;0; ;4;3;0;1;0;0;2008-12-04;2008-11-11;629;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
45539;2008-12-21;1;0;5;2008-12-21;0;1;0;0;35; ;0; ;1;1;0;0;0;0;2008-12-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45547;2008-05-26;1;0;9;2008-05-26;0;1;2;0;48; ;0; ;1;1;0;0;0;0;2008-05-27;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45569;2008-06-04;0;0;3;2008-06-04;0;3;1;1;22; ;0; ;4;2;0;1;0;0;2008-06-06;2008-06-05;1085;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45591;2008-08-26;2;0;1;2008-08-26;0;1;1;1;23; ;0;BQ;4;1;0;0;0;0;2008-08-28;2008-08-28;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45597;2008-12-15;0;0;0;2008-12-15;0;1;0;0;6; ;1;BD;3;2;0;0;0;0;2009-01-29;2009-01-14;1249;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45603;2008-08-20;0;0;9;2008-08-20;0;3;1;1;42; ;0; ;3;1;0;1;0;0;2008-08-22;2008-08-21;530;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
45615;2008-11-13;0;0;9;2008-11-13;0;3;3;0;8; ;0; ;3;2;0;1;0;0;2009-11-17;2008-11-13;503;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
45620;2008-11-18;1;0;2;2008-11-18;0;1;0;0;66; ;0; ;3;1;0;0;0;0;2008-11-19;2008-11-18;508;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
45660;2008-07-30;0;0;4;2008-07-30;0;2;1;1;58; ;0; ;3;1;0;1;0;0;2008-08-01;2008-07-31;114;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
45675;2008-12-03;2;0;12;2008-12-03;0;1;0;0;30; ;0; ;3;1;0;0;0;0;2008-12-11;2008-12-07;271;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
45676;2008-10-19;1;0;9;2008-10-19;0;1;2;0;35; ;0; ;4;1;0;0;0;0;2008-11-03;2008-10-22;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45679;2008-04-04;0;0;2;2008-04-04;0;1;0;0;9; ;0;AB;2;1;0;0;0;1;2008-04-08;2008-04-05;539;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
45684;2008-04-28;0;0;8;2008-04-28;0;1;0;0;7; ;0; ;3;2;0;0;0;1;2009-05-01;2008-07-15;1368;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45685;2008-08-04;1;0;2;2008-08-04;0;1;0;0;65; ;0; ;2;1;0;0;0;1;2008-08-06;2008-08-05;365;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
45693;2008-05-20;0;0;4;2008-05-20;0;1;3;0;10; ;0; ;3;1;0;0;0;1;2008-05-22;2008-05-21;372;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
45697;2008-04-27;2;0;4;2008-04-27;0;2;0;0;52; ;1; ;1;4;0;1;0;0;2008-04-29;2008-04-28;1838;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
45702;2008-05-04;0;0;4;2008-05-04;0;2;0;0;45; ;1; ;1;3;0;1;0;0;2008-05-19;2008-05-05;826;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
45706;2008-04-04;1;0;12;2008-04-04;0;1;0;0;22; ;0; ;2;1;0;0;0;1;2009-04-07;0000-00-00;868;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45707;2008-12-15;1;0;4;2008-12-15;0;2;1;1;41; ;0; ;5;2;0;1;0;0;2008-12-17;2008-12-18;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
45730;2008-07-16;0;0;12;2008-07-16;0;3;1;1;85; ;0; ;5;4;0;1;0;0;2008-07-18;2008-07-18;912;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0
45746;2008-06-08;1;0;11;2008-04-18;0;1;1;1;15; ;0; ;4;1;0;0;0;0;2008-06-10;2008-06-09;930;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
45749;2008-07-06;0;0;4;2008-07-06;1;1;0;0;97; ;0; ;1;1;0;0;0;1;2009-07-09;0000-00-00;327;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45753;2008-11-17;0;0;3;2008-11-17;0;1;3;0;50;53;0; ;3;2;0;0;0;0;2008-11-19;2008-11-18;176;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
45762;2008-09-18;0;0;9;2008-09-18;0;2;2;0;44; ;0; ;4;2;0;1;0;0;2008-09-19;2008-09-18;651;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
45769;2008-10-31;0;0;5;2008-10-31;0;2;0;0;53; ;0; ;5;2;0;1;0;0;2008-11-14;2008-11-03;667;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
45778;2008-05-24;0;0;12;2008-05-24;0;1;0;0;82; ;0; ;4;3;0;0;0;0;2008-06-09;2008-06-11;1183;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
45779;2008-10-27;0;0;12;2008-10-27;0;2;1;1;50; ;0; ;2;1;0;1;0;0;2008-10-29;0000-00-00;118;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45782;2008-07-08;1;0;8;2008-07-08;0;3;0;0;25; ;0; ;3;3;0;1;0;1;2008-07-09;2008-07-08;681;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45787;2008-08-26;0;0;12;2008-08-26;0;2;2;0;50; ;1; ;1;7;0;1;0;0;2008-08-28;2008-08-27;2694;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
45790;2008-11-29;0;0;4;2008-11-29;0;1;0;0;53; ;0; ;3;1;0;0;0;0;2008-12-02;2008-11-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
45800;2008-04-07;0;0;9;2008-04-07;0;1;0;0;67; ;0; ;1;1;0;0;0;0;2008-04-09;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45807;2008-05-06;0;0;0;2008-05-06;0;1;0;0;14; ;0;BL;3;1;0;0;0;0;2008-05-08;2008-05-07;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45808;2008-12-10;0;0;4;2008-12-10;0;2;1;1;59; ;0; ;4;2;0;1;0;0;2008-12-11;2008-12-11;1908;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45812;2008-12-05;0;0;9;2008-12-05;0;3;2;0;24; ;0; ;4;4;0;1;0;0;2008-12-09;2008-12-06;765;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0
45818;2008-10-25;0;0;1;2008-10-25;0;2;1;1;44; ;0; ;3;2;0;1;0;0;2008-11-10;2008-11-12;377;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
45825;2008-06-02;1;0;5;2008-06-02;0;1;0;0;85; ;0; ;5;17;0;0;0;0;2008-07-01;2008-06-02;4688;0;0;8;1;15;0;0;0;0;0;0;0;1;0;0
45828;2008-07-12;1;0;1;2008-07-12;0;1;1;1;22; ;0; ;5;1;0;0;0;0;2008-07-15;2008-07-14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
45830;2008-08-17;0;0;9;2008-08-17;0;1;0;0;52; ;0; ;2;1;0;0;0;1;2008-08-19;2008-08-18;281;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45843;2008-10-14;0;0;8;2008-10-14;0;3;1;1;26; ;0; ;2;1;0;1;0;0;2008-10-15;2008-10-14;376;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45848;2008-10-18;1;0;4;2008-10-18;0;1;3;0;24;22;0;BQ;3;2;0;0;0;0;2008-10-31;2008-10-29;821;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
45850;2008-12-22;0;0;8;2008-12-22;0;1;0;0;9; ;0;BQ;3;1;0;0;0;0;2008-12-24;2008-12-23;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45851;2008-11-20;1;0;9;2008-11-20;0;1;0;0;81; ;0;BQ;1;1;0;0;0;0;2008-11-24;2008-11-21;445;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
45854;2008-11-27;1;0;1;2008-11-27;0;3;3;0;86; ;0; ;2;1;0;1;0;0;2008-12-01;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45878;2008-10-06;0;0;12;2008-10-06;0;1;2;0;13; ;0;BQ;3;2;0;0;0;0;2008-10-08;2008-10-07;1010;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
45883;2008-12-07;0;0;9;2008-12-07;0;2;1;1;45; ;0; ;3;2;0;1;0;0;2008-12-09;2008-12-09;758;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
45884;2008-04-07;0;0;8;2008-04-07;0;1;0;0;38; ;0; ;4;3;0;0;0;0;2009-04-10;2008-04-22;1300;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45888;2008-08-12;0;0;4;2008-08-12;0;3;0;0;12; ;0; ;5;6;0;1;0;0;2008-08-14;2008-08-13;1870;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
45896;2008-12-23;1;0;12;2008-12-23;0;3;2;0;36; ;0; ;3;1;0;1;0;0;2008-12-24;2008-12-23;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45899;2008-08-04;1;0;8;2008-08-04;0;1;0;0;26; ;0; ;4;1;0;0;0;0;2008-08-05;2008-08-04;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
45903;2008-05-29;0;0;4;2008-05-29;0;1;2;0;51; ;0; ;4;1;0;0;0;0;2008-06-02;2008-05-30;732;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45912;2008-04-24;2;0;12;2008-04-24;1;3;1;1;57; ;0; ;5;6;0;1;0;0;2008-04-25;2008-04-25;3816;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1
45914;2008-06-16;0;0;0;2008-06-16;0;1;2;0;83; ;1; ;4;2;0;0;0;0;2008-06-18;2008-06-17;1153;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
45915;2008-05-30;1;0;1;2008-05-30;0;3;0;0;65; ;1; ;3;1;0;1;0;0;2008-06-03;2008-05-31;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45922;2008-06-20;0;0;12;2008-06-20;1;1;2;0;34; ;0;BQ;4;4;0;0;0;0;2008-06-23;2008-06-20;1184;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
45925;2008-08-21;0;0;4;2008-08-21;0;2;1;1;50; ;0; ;3;1;0;1;0;0;2008-08-25;2008-08-23;150;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45926;2008-04-19;2;0;9;2008-04-19;0;1;2;0;37; ;0; ;4;3;0;0;0;0;2008-04-22;2008-04-21;1364;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
45932;2008-11-04;0;0;9;2008-11-04;0;1;0;0;23;23;0; ;5;1;0;0;0;0;2008-11-06;2008-11-12;163;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0
45933;2008-12-13;1;0;0;2008-12-13;0;1;3;0;24; ;0; ;2;1;0;0;0;1;2009-12-16;0000-00-00;552;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
45936;2008-09-03;0;0;9;2008-09-03;0;1;0;0;47; ;1; ;1;1;0;0;0;0;2008-09-05;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
45937;2008-10-03;0;0;12;2008-10-03;0;2;0;0;52; ;0; ;3;1;0;1;0;0;2008-10-06;2008-10-05;510;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
45943;2008-09-30;0;0;9;2008-09-30;0;1;0;0;76;76;0;BQ;2;2;1;0;0;1;2008-10-14;2008-11-07;703;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
45946;2008-05-21;0;0;3;2008-05-21;0;1;0;0;4; ;0; ;4;1;0;0;0;0;2008-05-22;2008-05-21;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
